SourceId,HypothesisId,Annotation,Text
882,882-7,"[u'GPA', u'Interview Faking Behavior', u'IFB', u'self-deception', u'Interview Faking Behavior', u'IFB']",Slight negative or zero correlations between GPA and the Interview Faking Behavior (IFB) scale and its subscales.
882,882-8,"[u'self-deception', u'Interview Faking Behavior', u'IFB', u'engage more in faking', u'situational questions', u'behavioral questions']",An insignificant correlation between a measure of self-deception and the Interview Faking Behavior (IFB) scale.
882,882-1,"[u'engage more in faking', u'situational questions', u'behavioral questions', u'engage more in faking', u'no follow-up questioning', u'structured interview']",Candidates will engage more in faking when answering situational questions than when answering past behavioral questions during a structured interview.
882,882-2,"[u'engage more in faking', u'no follow-up questioning', u'structured interview', u'level of arousal of followers', u'ratings of the leader\u2019s charisma']",Candidates will engage more in faking when there is no follow-up questioning during a structured interview.
883,883-1,"[u'level of arousal of followers', u'ratings of the leader\u2019s charisma', u'Followers\u2019 arousal', u'leaders\u2019 charismatic appeal', u'highly aroused', u'charismatic attributes of leaders', u'aroused followers']","The higher the level of arousal of followers is, the higher will be their ratings of the leader’s charisma."
883,883-2,"[u'Followers\u2019 arousal', u'leaders\u2019 charismatic appeal', u'highly aroused', u'charismatic attributes of leaders', u'aroused followers']","Followers’ arousal will have an interactive effect with the baseline levels of leaders’ charismatic appeal, such that highly aroused individuals will perceive greater differences in the charismatic attributes of leaders in comparison to less aroused followers."
883,883-3a,"[u'Followers\u2019 level of arousal', u'charisma', u'transactional leadership', u'arousal', u'ratings of leadership', u'charisma', u'transactional leadership']",Followers’ level of arousal will have greater main effects on ratings of charisma than on ratings of transactional leadership.
883,883-3b,"[u'arousal', u'ratings of leadership', u'charisma', u'transactional leadership', u'social consensus regarding the moral issue', u'internalization', u'symbolization ', u'moral behavior', u'consequentialism', u'formalism']",The interaction of arousal with the baseline levels of ratings of leadership will have a greater effect on ratings of charisma than on ratings of transactional leadership.
884,884-1,"[u'social consensus regarding the moral issue', u'internalization', u'symbolization ', u'moral behavior', u'consequentialism', u'formalism']","When social consensus regarding the moral issue is high, internalization and symbolization will positively influence moral behavior even after the effects of consequentialism and formalism are accounted for."
884,884-2a,"[u'social consensus regarding the moral issue', u'consequentialism', u'moral behavior', u'internalization ', u'symbolization']","When social consensus regarding the moral issue is not high, consequentialism will be positively associated with more consequentialistic moral behavior even after the effects of internalization and symbolization are accounted for."
884,884-2b,"[u'social consensus regarding the moral issue', u'formalism', u'moral behavior', u'internalization', u'symbolization']","When social consensus regarding the moral issue is not high, formalism will be positively associated with more formalistic moral behavior even after the effects of internalization and symbolization are accounted for."
884,884-3a,"[u'social consensus regarding the moral issue', u'internalization', u'symbolization', u'consequentialism', u'internalization', u'symbolization', u'moral behavior']","When social consensus regarding the moral issue is not high, internalization (and symbolization) will interact with consequentialism such that greater internalization (symbolization) and a greater preference for consequentialism will result in a more consequentialistic moral behavior."
884,884-3b,"[u'social consensus regarding the moral issue', u'internalization', u'symbolization', u'formalism', u'internalization', u'symbolization', u'preference for formalism', u'formalistic moral behavior']","When social consensus regarding the moral issue is not high, internalization (and symbolization) will interact with formalism such that greater internalization (symbolization) and a greater preference for formalism will result in a more formalistic moral behavior."
885,885-1,"[u'Perceptions of a new leader\u2019s traits and characteristics', u'stored mental representation of one\u2019s old leader', u'extent that the new leader is similar to the old leader']",Perceptions of a new leader’s traits and characteristics are effected by the stored mental representation of one’s old leader to the extent that the new leader is similar to the old leader.
