,,,,,,,,,,,,,,,,,288, Perceived ease of use , perceived ease of use ,,,,,,,,,
,137,,,,,,,H1.,Users’ level of satisfaction with initial information system (IS) use is positively associated with their information system (IS) continuance intention.,satisfaction with initial information system (IS),continuance intention,,,,,,331,Satisfaction,satisfaction with initial information system (IS),0,331,NULL,330,1,1.00E-03,Positive,,
,,,,,,,,,,,,,,,,,330,Information system continuance intention,continuance intention,,,,,,,,,
,137,,,,,,,H2.,Users’ extent of confirmation is positively associated with their satisfaction with information system (IS) use.,confirmation,satisfaction with initial information system (IS),,,,,,333,Confirmation,confirmation,0,333,NULL,331,1,1.00E-03,Positive,,
,,,,,,,,,,,,,,,,,331,Satisfaction,satisfaction with initial information system (IS),,,,,,,,,
,137,,,,,,,H3.,Users’ perceived usefulness of information system (IS) use is positively associated with their satisfaction with information system (IS) use.,perceived usefulness ,satisfaction with initial information system (IS),,,,,,332,Perceived usefulness,perceived usefulness ,0,332,NULL,331,1,0.01,Positive,,
,,,,,,,,,, ,,,,,,,331,Satisfaction,satisfaction with initial information system (IS),,,,,,,,,
,137,,,,,,,H4.,Users’ information system (IS) continuance intention is positively associated with their perceived usefulness of information system (IS) use.,continuance intention,perceived usefulness ,,,,,,330,Information system continuance intention,continuance intention,0,332,NULL,330,1,1.00E-03,Positive,,
,,,,,,,,,,,,,,,,,332,Perceived usefulness,perceived usefulness ,,,,,,,,,
,137,,,,,,,H5.,Users’ extent of confirmation is positively associated with their perceived usefulness of information system (IS) use.,confirmation,perceived usefulness ,,,,,,333,Confirmation,confirmation,0,333,NULL,332,1,1.00E-03,Positive,,
,,,,,,,,,,,,,,,,,332,Perceived usefulness,perceived usefulness ,,,,,,,,,
,144,,,,,,,H1,Perceived usefulness has a direct effect on personal computing acceptance.,Perceived usefulness, personal computing acceptance,,,,,,376,Perceived usefulness,Perceived usefulness,0,376,NULL,410,1,1.00E-03,Has effect,,
,,,,,,,,,,,,,,,,,410,Personal computing acceptance, personal computing acceptance,,,,,,,,,
,144,,,,,,,H2a,Perceived ease of use has a direct effect on perceived usefulness.,Perceived ease of use,perceived usefulness,,,,,,374,Perceived ease of use,Perceived ease of use,0,374,NULL,376,1,1.00E-03,Has effect,,
,,,,,,,,,,,,,,,,,376,Perceived usefulness,perceived usefulness,,,,,,,,,
,144,,,,,,,H2b,Perceived ease of use has a direct effect on personal computing acceptance.,Perceived ease of use,personal computing acceptance,,,,,,374,Perceived ease of use,Perceived ease of use,0,374,NULL,410,1,1.00E-03,Has effect,,
,,,,,,,,,,,,,,,,,410,Personal computing acceptance,personal computing acceptance,,,,,,,,,
,144,,,,,,,H3a,Internal personal computing support has a direct effect on perceived ease of use.,Internal personal computing support,perceived ease of use,,,,,,383,Internal computing support,Internal personal computing support,0,383,NULL,374,0,NULL,Has effect,,
,,,,,,,,,,,,,,,,,374,Perceived ease of use,perceived ease of use,,,,,,,,,
,144,,,,,,,H3b,Internal personal computing support has a direct effect on perceived usefulness.,Internal personal computing support,perceived usefulness,,,,,,383,Internal computing support,Internal personal computing support,0,383,NULL,376,0,NULL,Has effect,,
,,,,,,,,,,,,,,,,,376,Perceived usefulness,perceived usefulness,,,,,,,,,
,144,,,,,,,H4a,Internal personal computing training has a direct effect on perceived ease of use.,Internal personal computing training,perceived ease of use,,,,,,384,Internal computer training,Internal personal computing training,0,384,NULL,374,0,NULL,Has effect,,
,,,,,,,,,,,,,,,,,374,Perceived ease of use,perceived ease of use,,,,,,,,,
,144,,,,,,,H4b,Internal personal computing training has a direct effect on perceived usefulness.,Internal personal computing training,perceived usefulness,,,,,,384,Internal computer training,Internal personal computing training,0,384,NULL,376,1,0.05,Has effect,,
,,,,,,,,,,,,,,,,,376,Perceived usefulness,perceived usefulness,,,,,,,,,
,144,,,,,,,H5a,Management support has a direct effect on perceived ease of use.,Management support , perceived ease of use,,,,,,395,Management support,Management support ,0,395,NULL,374,1,0.05,Has effect,,
,,,,,,,,,,,,,,,,,374,Perceived ease of use, perceived ease of use,,,,,,,,,
,144,,,,,,,H5b,Management support has a direct effect on perceived usefulness.,Management support ,perceived usefulness,,,,,,395,Management support,Management support ,0,395,NULL,376,1,0.05,Has effect,,
,,,,,,,,,,,,,,,,,376,Perceived usefulness,perceived usefulness,,,,,,,,,
,144,,,,,,,H6a,External computing support has a direct effect on perceived ease of use.,External computing support, perceived ease of use,,,,,,397,External computing support ,External computing support,0,397,NULL,374,1,0.05,Has effect,,
,,,,,,,,,,,,,,,,,374,Perceived ease of use, perceived ease of use,,,,,,,,,
,144,,,,,,,H6b,External computing support has a direct effect on perceived usefulness.,External computing support,perceived usefulness,,,,,,397,External computing support ,External computing support,0,397,NULL,376,1,0.05,Has effect,,
,,,,,,,,,,,,,,,,,376,Perceived usefulness,perceived usefulness,,,,,,,,,
,144,,,,,,,H7a,External computing training has a direct effect on perceived ease of use.,External computing training, perceived ease of use,,,,,,400,External computer training,External computing training,0,400,NULL,374,1,0.05,Has effect,,
,,,,,,,,,,,,,,,,,374,Perceived ease of use, perceived ease of use,,,,,,,,,
,144,,,,,,,H7b,External computing training has a direct effect on perceived usefulness.,External computing training,perceived usefulness,,,,,,400,External computer training,External computing training,0,400,NULL,376,0,NULL,Has effect,,
,,,,,,,,,,,,,,,,,376,Perceived usefulness,perceived usefulness,,,,,,,,,
,146,,,,,,,H1,Women will perceive the social presence of e-mail to be higher than will men.,Women ,social presence of e-mail,men,,,,,45546,Gender,Women ,0,45546,NULL,416,1,0.05,Has effect,,
,,,,,,,,,,,,,,,,,416,Social presence of email ,social presence of e-mail,,,,,,,,,
,,,,,,,,,,,,,,,,,45546,Gender,men,,,,,,,,,
,146,,,,,,,H2,Women will rate the perceived usefulness of e-mail higher than men will.,Women ,perceived usefulness of e-mail,men,,,,,45546,Gender,Women ,0,45546,NULL,415,1,0.05,Has effect,,
,,,,,,,,,,,,,,,,,415,Perceived usefulness of email,perceived usefulness of e-mail,,,,,,,,,
,,,,,,,,,,,,,,,,,45546,Gender,men,,,,,,,,,
,146,,,,,,,H3,Women’s rating of perceived ease of use of e-mail will be higher than men’s.,Women,perceived ease of use of e-mail,men,,,,,45546,Gender,Women,0,45546,NULL,411,0,NULL,Has effect,,
,,,,,,,,,,,,,,,,,411,Perceived ease of use,perceived ease of use of e-mail,,,,,,,,,
,,,,,,,,,,,,,,,,,45546,Gender,men,,,,,,,,,
,146,,,,,,,H4,Women’s use of e-mail will be greater than that of men.,Women, use of e-mail,men,,,,,45546,Gender,Women,0,45546,NULL,413,0,NULL,Has effect,,
,,,,,,,,,,,,,,,,,413,Self-reported email use, use of e-mail,,,,,,,,,
,,,,,,,,,,,,,,,,,45546,Gender,men,,,,,,,,,
,173,,,n/a,Lauren,,,H1,There will be a positive relationship between social factors concerning personal computer (PC) use and the utilization of personal computers (PCs).,social factors concerning personal computer (PC) use,utilization of personal computers,,,,,,588,Social factors influencing personal computer use,social factors concerning personal computer (PC) use,0,588,NULL,601,1,5.00E-03,positive,,
,,,,,,,,,,,,,,,,,601,Utilization of personal computers,utilization of personal computers,,,,,,,,,
,173,,,,,,,H2,There will be a positive relationship between effect toward personal computer (PC) use and the utilization of personal computers (PCs).,effect toward personal computer (PC) use,utilization of personal computers,,,,,,589,Affect toward personal computer use,effect toward personal computer (PC) use,0,589,NULL,601,0,NULL,positive,,
,,,,,,,,,,,,,,,,,601,Utilization of personal computers,utilization of personal computers,,,,,,,,,
,173,,,,,,,H3,There will be a negative relationship between the perceived complexity of a personal computer (PC) and the utilization of personal computers (PCs)., perceived complexity of a personal computer,utilization of personal computers,,,,,,591,Complexity of personal computer use, perceived complexity of a personal computer,0,591,NULL,601,1,5.00E-03,negative,,
,,,,,,,,,,,,,,,,,601,Utilization of personal computers,utilization of personal computers,,,,,,,,,
,173,,,,,,,H4,There will be a positive relationship between perceived job fit and the utilization of personal computers (PCs).,perceived job fit,utilization of personal computers,,,,,,597,Job fit with personal computer use ,perceived job fit,0,597,NULL,601,1,5.00E-03,positive,,
,,,,,,,,,,,,,,,,,601,Utilization of personal computers,utilization of personal computers,,,,,,,,,
,173,,,,,,,H5,There will be a positive relationship between perceived long-term consequences of use and the utilization of personal computers (PCs).,long-term consequences of use ,utilization of personal computers,,,,,,598,Long-term consequences of personal computer use,long-term consequences of use ,0,598,NULL,601,1,0.01,positive,,
,,,,,,,,,,,,,,,,,601,Utilization of personal computers,utilization of personal computers,,,,,,,,,
,173,,,,,,,H6,There will be a positive relationship between facilitating conditions for personal computer (PC) use and the utilization of personal computers (PCs).,facilitating conditions for personal computer,utilization of personal computers,,,,,,600,Facilitating conditions for personal computer use,facilitating conditions for personal computer,0,600,NULL,601,0,NULL,positive,,
,,,,,,,,,,,,,,,,,601,Utilization of personal computers,utilization of personal computers,,,,,,,,,
,6564,,,Jocelyn,Lauren,,,H1,Getting product information from a vendor’s website positively influences purchasing a product from that Web vendor.,Getting product information,purchasing a product,,,,,,23739,Getting information,Getting product information,Regular,23739,,23754,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23755,Purchasing,purchasing a product,,,,,,,,,
,6564,,,,,,,H2,Intentions to purchase a product from a Web vendor positively influence intentions to get information about the product from the vendor’s website.,Intentions to purchase a product,intentions to get information ,,,,,,23756,Purchasing intentions,Intentions to purchase a product,Regular,23756,,23740,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23740,Intentions to get information,intentions to get information ,,,,,,,,,
,6564,,,,,,,H3a,PBC (perceived behavioral control) over getting information from a Web vendor positively influences (1) intention  and (2) actual behavior toward getting product information from that Web vendor.,perceived behavioral control over getting information, intention toward getting product information,actual behavior toward getting product information,,,,,23743,Perceived behavioral control over getting information,perceived behavioral control over getting information,Regular,23743,,23740,TRUE,0.05,Positive,,
,6564,,,,,,,,,,,,,,,,23740,Intentions to get information, intention toward getting product information,Regular,23743,,23739,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23739,Getting information,actual behavior toward getting product information,,,,,,,,,
,6564,,,,,,,H3b,PBC (perceived behavioral control) over product purchasing from a Web vendor positively influences (1) intention  and (2) actual behavior toward product purchasing from the Web vendor,perceived behavioral control over product purchasing,intention  toward product purchasing from the Web vendor,actual behavior toward product purchasing from the Web vendor,,,,,23759,Perceived behavioral control over purchasing ,perceived behavioral control over product purchasing,Regular,23759,,23756,TRUE,0.05,Positive,,
,6564,,,,,,,,,,,,,,,,23756,Purchasing intentions,intention  toward product purchasing from the Web vendor,Regular,23759,,23755,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23755,Purchasing,actual behavior toward product purchasing from the Web vendor,,,,,,,,,
,6564,,,,,,,H4a,Trusting beliefs in a Web vendor regarding getting information positively influence attitude toward getting product information from that Web vendor.,Trusting beliefs in a Web vendor regarding getting information, attitude toward getting product information,,,,,,23746,Trust in getting information,Trusting beliefs in a Web vendor regarding getting information,Regular,23746,,23741,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23741,Attitudes toward getting information, attitude toward getting product information,,,,,,,,,
,6564,,,,,,,H4b,Trusting beliefs in a Web vendor regarding product purchasing positively influence attitude toward product purchasing from the Web vendor.,Trusting beliefs in a Web vendor regarding product purchasing, attitude toward product purchasing,,,,,,23762,Trust in purchasing,Trusting beliefs in a Web vendor regarding product purchasing,Regular,23762,,23757,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23757,Purchasing attitudes , attitude toward product purchasing,,,,,,,,,
,6564,,,,,,,H5a,Trusting beliefs in a Web vendor regarding getting information positively influence controllability over getting product information from that Web vendor.,Trusting beliefs in a Web vendor regarding getting information,controllability over getting product information ,,,,,,23746,Trust in getting information,Trusting beliefs in a Web vendor regarding getting information,Regular,23746,,23745,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23745,Controllability over getting information,controllability over getting product information ,,,,,,,,,
,6564,,,,,,,H5b,Trusting beliefs in a Web vendor regarding product purchasing positively influence controllability over product purchasing from that Web vendor.,Trusting beliefs in a Web vendor regarding product purchasing,controllability over product purchasing,,,,,,23762,Trust in purchasing,Trusting beliefs in a Web vendor regarding product purchasing,Regular,23762,,23761,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23761,Purchasing controllability ,controllability over product purchasing,,,,,,,,,
,6564,,,,,,,H6a,Perceived usefulness of getting information positively influences attitude toward getting product information from a Web vendor.,Perceived usefulness of getting information, attitude toward getting product information,,,,,,23747,Perceived usefulness of getting information,Perceived usefulness of getting information,Regular,23747,,23741,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23741,Attitudes toward getting information, attitude toward getting product information,,,,,,,,,
,6564,,,,,,,H6b,Perceived usefulness of product purchasing positively influences attitude toward product purchasing from a Web vendor.,Perceived usefulness of product purchasing,attitude toward product purchasing,,,,,,23763,Perceived purchasing usefulness,Perceived usefulness of product purchasing,Regular,23763,,23757,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23757,Purchasing attitudes ,attitude toward product purchasing,,,,,,,,,
,6564,,,,,,,H7a,Perceived ease of getting information positively influences attitude toward getting product information from a Web vendor.,Perceived ease of getting information, attitude toward getting product information,,,,,,23748,Perceived ease of getting information,Perceived ease of getting information,Regular,23748,,23741,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23741,Attitudes toward getting information, attitude toward getting product information,,,,,,,,,
,6564,,,,,,,H7b,Perceived ease of product purchasing positively influences attitude toward product purchasing from a Web vendor.,Perceived ease of product purchasing,attitude toward product purchasing,,,,,,23764,Perceived purchasing usefulness ,Perceived ease of product purchasing,Regular,23764,,23757,TRUE,0.05,Positive,,
,,,,,,,,,,,,,,,,,23757,Purchasing attitudes,attitude toward product purchasing,,,,,,,,,
,6564,,,,,,,H8a,Perceived ease of getting information positively influences (1) self-efficacy and (2) controllability over getting product information from that Web vendor.,Perceived ease of getting information ,self-efficacy over getting product information,controllability over getting product information,,,,,23748,Perceived ease of getting information ,Perceived ease of getting information ,Regular,23748,,23744,TRUE,0.05,Positive,,
,6564,,,,,,,,,,,,,,,,23744,Self-efficacy over getting information,self-efficacy over getting product information,Regular,23748,,23745,FALSE,,Positive,,
